phase,epoch,Train_Loss_epoch,Balance_epoch,val_psnr,val_ssim,val_lpips,test_psnr,test_ssim,test_lpips,lr
train,19,0.03345106542110443,0.0007700729183852673,24.49905014038086,0.6828505992889404,0.3653380870819092,,,,0.00019932383577419435
train,20,0.03318134322762489,0.0007387640653178096,24.49905014038086,0.6828505992889404,0.3653380870819092,,,,0.0001990268068741571
train,21,0.03318989649415016,0.0008424436091445386,24.49905014038086,0.6828505992889404,0.3653380870819092,,,,0.000198676153211258
train,22,0.03292391076683998,0.000775965687353164,24.49905014038086,0.6828505992889404,0.3653380870819092,,,,0.00019827206467064142
train,23,0.032907504588365555,0.0006934853154234588,24.49905014038086,0.6828505992889404,0.3653380870819092,,,,0.00019781476007338066
train,24,0.03268067166209221,0.0006364947184920311,24.49905014038086,0.6828505992889404,0.3653380870819092,,,,0.00019730448705798247
train,25,0.03270117938518524,0.0006197661277838051,24.49905014038086,0.6828505992889404,0.3653380870819092,,,,0.00019674152194628646
train,26,0.03261949121952057,0.0006682190578430891,24.49905014038086,0.6828505992889404,0.3653380870819092,,,,0.00019612616959383198
train,27,0.03254837915301323,0.0005375983892008662,24.49905014038086,0.6828505992889404,0.3653380870819092,,,,0.00019545876322477328
train,28,0.03251216933131218,0.0005638078437186778,24.49905014038086,0.6828505992889404,0.3653380870819092,,,,0.000194739664251433
val,29,0.03251216933131218,0.0005638078437186778,24.871273040771484,0.6973744034767151,0.3490348756313324,,,,0.00019396926207859092
train,29,0.032184898853302,0.0005086903111077845,24.871273040771484,0.6973744034767151,0.3490348756313324,,,,0.00019396926207859092
train,30,0.03212249279022217,0.0005431248573586345,24.871273040771484,0.6973744034767151,0.3490348756313324,,,,0.00019314797389261433
train,31,0.03214919939637184,0.000443653465481475,24.871273040771484,0.6973744034767151,0.3490348756313324,,,,0.00019227624443554433
train,32,0.031919073313474655,0.0004935289616696537,24.871273040771484,0.6973744034767151,0.3490348756313324,,,,0.00019135454576426017
train,33,0.031987033784389496,0.0005056664813309908,24.871273040771484,0.6973744034767151,0.3490348756313324,,,,0.00019038337699485216
train,34,0.03148452192544937,0.0003918358124792576,24.871273040771484,0.6973744034767151,0.3490348756313324,,,,0.00018936326403234133
train,35,0.03174780309200287,0.00040615344187244773,24.871273040771484,0.6973744034767151,0.3490348756313324,,,,0.00018829475928589282
train,36,0.031861208379268646,0.0003060926974285394,24.871273040771484,0.6973744034767151,0.3490348756313324,,,,0.00018717844136967638
train,37,0.03191402927041054,0.00032748046214692295,24.871273040771484,0.6973744034767151,0.3490348756313324,,,,0.00018601491478953668
train,38,0.031604915857315063,0.0002827982243616134,24.871273040771484,0.6973744034767151,0.3490348756313324,,,,0.00018480480961564273
train,39,0.03169841319322586,0.00031820693402551115,24.871273040771484,0.6973744034767151,0.3490348756313324,,,,0.0001835487811412938
train,40,0.03154807165265083,0.00027565917116589844,24.871273040771484,0.6973744034767151,0.3490348756313324,,,,0.0001822475095280664
train,41,0.031533561646938324,0.0002763480006251484,24.871273040771484,0.6973744034767151,0.3490348756313324,,,,0.00018090169943749492
train,42,0.031558550894260406,0.00026230805087834597,24.871273040771484,0.6973744034767151,0.3490348756313324,,,,0.00017951207964948495
train,43,0.03142722696065903,0.0002625830238685012,24.871273040771484,0.6973744034767151,0.3490348756313324,,,,0.0001780794026676661
val,44,0.03142722696065903,0.0002625830238685012,24.82693862915039,0.6984801292419434,0.34751415252685547,,,,0.00017660444431189795
train,44,0.031463373452425,0.00024519982980564237,24.82693862915039,0.6984801292419434,0.34751415252685547,,,,0.00017660444431189795
train,45,0.03130054101347923,0.00022905385412741452,24.82693862915039,0.6984801292419434,0.34751415252685547,,,,0.00017508800329815008
train,46,0.031414180994033813,0.00022643616830464453,24.82693862915039,0.6984801292419434,0.34751415252685547,,,,0.00017353090080598303
train,47,0.031201131641864777,0.00021051288058515638,24.82693862915039,0.6984801292419434,0.34751415252685547,,,,0.00017193398003386527
train,48,0.03131609410047531,0.00020227758795954287,24.82693862915039,0.6984801292419434,0.34751415252685547,,,,0.00017029810574256636
train,49,0.031248344108462334,0.0002067960158456117,24.82693862915039,0.6984801292419434,0.34751415252685547,,,,0.00016862416378687355
train,50,0.03105125203728676,0.00019831514509860426,24.82693862915039,0.6984801292419434,0.34751415252685547,,,,0.00016691306063588602
train,51,0.031223181635141373,0.0001809828681871295,24.82693862915039,0.6984801292419434,0.34751415252685547,,,,0.0001651657228821457
train,52,0.031288616359233856,0.00014526525046676397,24.82693862915039,0.6984801292419434,0.34751415252685547,,,,0.0001633830967398712
train,53,0.031182803213596344,0.00015420153795275837,24.82693862915039,0.6984801292419434,0.34751415252685547,,,,0.00016156614753256598
train,54,0.031019721180200577,0.00013071678404230624,24.82693862915039,0.6984801292419434,0.34751415252685547,,,,0.00015971585917027876
train,55,0.031149953603744507,0.00015194466686807573,24.82693862915039,0.6984801292419434,0.34751415252685547,,,,0.0001578332336167988
train,56,0.031161202117800713,0.00012103254994144663,24.82693862915039,0.6984801292419434,0.34751415252685547,,,,0.00015591929034707483
train,57,0.030965114012360573,0.00014737363380845636,24.82693862915039,0.6984801292419434,0.34751415252685547,,,,0.00015397506579515146
train,58,0.031074699014425278,0.00012032812810502946,24.82693862915039,0.6984801292419434,0.34751415252685547,,,,0.0001520016127929217
val,59,0.031074699014425278,0.00012032812810502946,24.541820526123047,0.6932562589645386,0.3459468483924866,,,,0.00015000000000000015
train,59,0.030957434326410294,0.00010167359141632915,24.541820526123047,0.6932562589645386,0.3459468483924866,,,,0.00015000000000000015
train,60,0.030817508697509766,0.00010612153710098937,24.541820526123047,0.6932562589645386,0.3459468483924866,,,,0.00014797131132502478
train,61,0.030825717374682426,0.00010674084478523582,24.541820526123047,0.6932562589645386,0.3459468483924866,,,,0.00014591664533870132
train,62,0.030943652614951134,0.00010116582416230813,24.541820526123047,0.6932562589645386,0.3459468483924866,,,,0.00014383711467890788
train,63,0.031091168522834778,0.00010423789353808388,24.541820526123047,0.6932562589645386,0.3459468483924866,,,,0.00014173384544818193
train,64,0.030626650899648666,9.628815314499661e-05,24.541820526123047,0.6932562589645386,0.3459468483924866,,,,0.0001396079766039158
train,65,0.030962560325860977,9.495398262515664e-05,24.541820526123047,0.6932562589645386,0.3459468483924866,,,,0.00013746065934159134
train,66,0.030642429366707802,9.703833347884938e-05,24.541820526123047,0.6932562589645386,0.3459468483924866,,,,0.00013529305647138698
train,67,0.030739400535821915,7.824009662726894e-05,24.541820526123047,0.6932562589645386,0.3459468483924866,,,,0.0001331063417884959
train,68,0.030615704134106636,7.723263115622103e-05,24.541820526123047,0.6932562589645386,0.3459468483924866,,,,0.00013090169943749485
train,69,0.03072304278612137,7.446835661539808e-05,24.541820526123047,0.6932562589645386,0.3459468483924866,,,,0.00012868032327110912
train,70,0.03089471161365509,6.756521906936541e-05,24.541820526123047,0.6932562589645386,0.3459468483924866,,,,0.00012644341620372034
train,71,0.03063926473259926,6.415056122932583e-05,24.541820526123047,0.6932562589645386,0.3459468483924866,,,,0.0001241921895599669
train,72,0.03069353476166725,6.417763506760821e-05,24.541820526123047,0.6932562589645386,0.3459468483924866,,,,0.00012192786241879043
train,73,0.030530588701367378,6.698135257465765e-05,24.541820526123047,0.6932562589645386,0.3459468483924866,,,,0.00011965166095328312
val,74,0.030530588701367378,6.698135257465765e-05,24.881969451904297,0.7040658593177795,0.34631621837615967,,,,0.00011736481776669316
train,74,0.03031691536307335,5.5504719057353213e-05,24.881969451904297,0.7040658593177795,0.34631621837615967,,,,0.00011736481776669316
train,75,0.030507201328873634,6.0380727518349886e-05,24.881969451904297,0.7040658593177795,0.34631621837615967,,,,0.00011506857122494842
train,76,0.03053683415055275,5.678813249687664e-05,24.881969451904297,0.7040658593177795,0.34631621837615967,,,,0.0001127641647860596
train,77,0.03052196092903614,5.1828257710440084e-05,24.881969451904297,0.7040658593177795,0.34631621837615967,,,,0.00011045284632676547
train,78,0.030580319464206696,4.7667985199950635e-05,24.881969451904297,0.7040658593177795,0.34631621837615967,,,,0.00010813586746678594
train,79,0.030650243163108826,4.619607352651656e-05,24.881969451904297,0.7040658593177795,0.34631621837615967,,,,0.00010581448289104769
train,80,0.03035852313041687,4.081014412804507e-05,24.881969451904297,0.7040658593177795,0.34631621837615967,,,,0.00010348994967025022
train,81,0.03041832335293293,4.439261829247698e-05,24.881969451904297,0.7040658593177795,0.34631621837615967,,,,0.00010116352658013982
train,82,0.030504103749990463,3.7783192965434864e-05,24.881969451904297,0.7040658593177795,0.34631621837615967,,,,9.883647341986039e-05
train,83,0.030565880239009857,3.552016642061062e-05,24.881969451904297,0.7040658593177795,0.34631621837615967,,,,9.651005032975e-05
train,84,0.03033354878425598,3.591794302337803e-05,24.881969451904297,0.7040658593177795,0.34631621837615967,,,,9.41855171089525e-05
train,85,0.030398022383451462,3.563042628229596e-05,24.881969451904297,0.7040658593177795,0.34631621837615967,,,,9.186413253321423e-05
train,86,0.030400719493627548,3.220007420168258e-05,24.881969451904297,0.7040658593177795,0.34631621837615967,,,,8.954715367323474e-05
train,87,0.03044338896870613,3.297767761978321e-05,24.881969451904297,0.7040658593177795,0.34631621837615967,,,,8.723583521394063e-05
train,88,0.03035937435925007,3.1146701076067984e-05,24.881969451904297,0.7040658593177795,0.34631621837615967,,,,8.493142877505175e-05
val,89,0.03035937435925007,3.1146701076067984e-05,25.193429946899414,0.7150471806526184,0.33816468715667725,,,,8.263518223330703e-05
train,89,0.0304319579154253,2.9918439395260066e-05,25.193429946899414,0.7150471806526184,0.33816468715667725,,,,8.263518223330703e-05
train,90,0.030467068776488304,2.761109863058664e-05,25.193429946899414,0.7150471806526184,0.33816468715667725,,,,8.034833904671706e-05
train,91,0.030024146661162376,2.5109931812039576e-05,25.193429946899414,0.7150471806526184,0.33816468715667725,,,,7.807213758120974e-05
train,92,0.030337955802679062,2.6508838345762342e-05,25.193429946899414,0.7150471806526184,0.33816468715667725,,,,7.58078104400333e-05
train,93,0.03022404946386814,2.477791531418916e-05,25.193429946899414,0.7150471806526184,0.33816468715667725,,,,7.355658379627984e-05
train,94,0.03028389811515808,2.2329415514832363e-05,25.193429946899414,0.7150471806526184,0.33816468715667725,,,,7.131967672889104e-05
train,95,0.030499912798404694,2.1459247363964096e-05,25.193429946899414,0.7150471806526184,0.33816468715667725,,,,6.909830056250533e-05
train,96,0.030162829905748367,2.1114374249009416e-05,25.193429946899414,0.7150471806526184,0.33816468715667725,,,,6.689365821150429e-05
train,97,0.03038969077169895,1.9539940694812685e-05,25.193429946899414,0.7150471806526184,0.33816468715667725,,,,6.470694352861316e-05
train,98,0.03031080588698387,1.8945211195386946e-05,25.193429946899414,0.7150471806526184,0.33816468715667725,,,,6.253934065840885e-05
train,99,0.02989969588816166,1.6976959159364924e-05,25.193429946899414,0.7150471806526184,0.33816468715667725,,,,6.0392023396084366e-05
train,100,0.030132487416267395,1.7661966921878047e-05,25.193429946899414,0.7150471806526184,0.33816468715667725,,,,5.8266154551818264e-05
train,101,0.03013891726732254,1.7288492017542012e-05,25.193429946899414,0.7150471806526184,0.33816468715667725,,,,5.6162885321092324e-05
train,102,0.03016038052737713,1.55188245116733e-05,25.193429946899414,0.7150471806526184,0.33816468715667725,,,,5.4083354661298895e-05
train,103,0.03014625608921051,1.5696561604272574e-05,25.193429946899414,0.7150471806526184,0.33816468715667725,,,,5.2028688674975415e-05
val,104,0.03014625608921051,1.5696561604272574e-05,24.87506675720215,0.7012646198272705,0.3444879651069641,,,,5.000000000000006e-05
train,104,0.029918784275650978,1.4458515579462983e-05,24.87506675720215,0.7012646198272705,0.3444879651069641,,,,5.000000000000006e-05
train,105,0.029930103570222855,1.3963510355097242e-05,24.87506675720215,0.7012646198272705,0.3444879651069641,,,,4.7998387207078504e-05
train,106,0.030036812648177147,1.3146380297257565e-05,24.87506675720215,0.7012646198272705,0.3444879651069641,,,,4.602493420484878e-05
train,107,0.030048003420233727,1.2978053746337537e-05,24.87506675720215,0.7012646198272705,0.3444879651069641,,,,4.4080709652925363e-05
train,108,0.02991590090095997,1.1716036169673316e-05,24.87506675720215,0.7012646198272705,0.3444879651069641,,,,4.2166766383201376e-05
train,109,0.029972879216074944,1.1260724022577051e-05,24.87506675720215,0.7012646198272705,0.3444879651069641,,,,4.028414082972143e-05
train,110,0.0300963893532753,1.1044803613913245e-05,24.87506675720215,0.7012646198272705,0.3444879651069641,,,,3.84338524674342e-05
train,111,0.02999471314251423,1.0364864465373103e-05,24.87506675720215,0.7012646198272705,0.3444879651069641,,,,3.661690326012902e-05
train,112,0.030093062669038773,1.0603315786283929e-05,24.87506675720215,0.7012646198272705,0.3444879651069641,,,,3.483427711785451e-05
train,113,0.029775315895676613,9.200514796248171e-06,24.87506675720215,0.7012646198272705,0.3444879651069641,,,,3.30869393641142e-05
train,114,0.029983969405293465,9.033035894390196e-06,24.87506675720215,0.7012646198272705,0.3444879651069641,,,,3.137583621312667e-05
train,115,0.0299601461738348,8.33002650324488e-06,24.87506675720215,0.7012646198272705,0.3444879651069641,,,,2.9701894257433846e-05
train,116,0.029814815148711205,8.385259206988849e-06,24.87506675720215,0.7012646198272705,0.3444879651069641,,,,2.806601996613492e-05
train,117,0.029734302312135696,8.012214493646752e-06,24.87506675720215,0.7012646198272705,0.3444879651069641,,,,2.646909919401716e-05
train,118,0.029978932812809944,7.706340511504095e-06,24.87506675720215,0.7012646198272705,0.3444879651069641,,,,2.4911996701850098e-05
val,119,0.029978932812809944,7.706340511504095e-06,25.077926635742188,0.7090460062026978,0.3397899270057678,,,,2.3395555688102194e-05
train,119,0.029707282781600952,7.70326005294919e-06,25.077926635742188,0.7090460062026978,0.3397899270057678,,,,2.3395555688102194e-05
train,120,0.029741257429122925,7.195594207587419e-06,25.077926635742188,0.7090460062026978,0.3397899270057678,,,,2.19205973323341e-05
train,121,0.029988933354616165,6.53809502182412e-06,25.077926635742188,0.7090460062026978,0.3397899270057678,,,,2.048792035051526e-05
train,122,0.02961975708603859,6.548095370817464e-06,25.077926635742188,0.7090460062026978,0.3397899270057678,,,,1.9098300562505283e-05
train,123,0.029883475974202156,6.336008937068982e-06,25.077926635742188,0.7090460062026978,0.3397899270057678,,,,1.7752490471933808e-05
train,124,0.029846306890249252,6.03195849180338e-06,25.077926635742188,0.7090460062026978,0.3397899270057678,,,,1.6451218858706357e-05
train,125,0.029490143060684204,5.8396317399456166e-06,25.077926635742188,0.7090460062026978,0.3397899270057678,,,,1.519519038435742e-05
train,126,0.02965107373893261,5.97310827288311e-06,25.077926635742188,0.7090460062026978,0.3397899270057678,,,,1.3985085210463491e-05
train,127,0.029680248349905014,5.66847938898718e-06,25.077926635742188,0.7090460062026978,0.3397899270057678,,,,1.2821558630323784e-05
train,128,0.029776085168123245,5.418810815172037e-06,25.077926635742188,0.7090460062026978,0.3397899270057678,,,,1.1705240714107335e-05
train,129,0.02959800697863102,5.479207629832672e-06,25.077926635742188,0.7090460062026978,0.3397899270057678,,,,1.0636735967658772e-05
train,130,0.0297230277210474,5.326648079062579e-06,25.077926635742188,0.7090460062026978,0.3397899270057678,,,,9.616623005147961e-06
train,131,0.02971615269780159,5.118171429785434e-06,25.077926635742188,0.7090460062026978,0.3397899270057678,,,,8.645454235739935e-06
train,132,0.029694408178329468,4.854635335505009e-06,25.077926635742188,0.7090460062026978,0.3397899270057678,,,,7.723755564455779e-06
train,133,0.029627658426761627,4.799419912160374e-06,25.077926635742188,0.7090460062026978,0.3397899270057678,,,,6.852026107385786e-06
val,134,0.029627658426761627,4.799419912160374e-06,24.834585189819336,0.7017142176628113,0.33963876962661743,,,,6.030737921409176e-06
train,134,0.029716525226831436,4.669367626775056e-06,24.834585189819336,0.7017142176628113,0.33963876962661743,,,,6.030737921409176e-06
train,135,0.029630975797772408,4.553859980660491e-06,24.834585189819336,0.7017142176628113,0.33963876962661743,,,,5.260335748567075e-06
train,136,0.029492972418665886,4.606093625625363e-06,24.834585189819336,0.7017142176628113,0.33963876962661743,,,,4.541236775226814e-06
train,137,0.029646094888448715,4.482953045226168e-06,24.834585189819336,0.7017142176628113,0.33963876962661743,,,,3.873830406168115e-06
train,138,0.029906542971730232,4.306245955376653e-06,24.834585189819336,0.7017142176628113,0.33963876962661743,,,,3.2584780537136245e-06
train,139,0.02964523248374462,4.233344043313991e-06,24.834585189819336,0.7017142176628113,0.33963876962661743,,,,2.695512942017623e-06
train,140,0.029667982831597328,4.171668479102664e-06,24.834585189819336,0.7017142176628113,0.33963876962661743,,,,2.185239926619434e-06
train,141,0.02944900095462799,4.165001882938668e-06,24.834585189819336,0.7017142176628113,0.33963876962661743,,,,1.7279353293586786e-06
train,142,0.02960916981101036,4.104209438082762e-06,24.834585189819336,0.7017142176628113,0.33963876962661743,,,,1.3238467887420797e-06
train,143,0.02947850711643696,4.078342499269638e-06,24.834585189819336,0.7017142176628113,0.33963876962661743,,,,9.73193125842976e-07
train,144,0.029625503346323967,4.044246907142224e-06,24.834585189819336,0.7017142176628113,0.33963876962661743,,,,6.761642258056985e-07
train,145,0.02951657585799694,4.021479526272742e-06,24.834585189819336,0.7017142176628113,0.33963876962661743,,,,4.329209350195545e-07
train,146,0.029719706624746323,4.020405867777299e-06,24.834585189819336,0.7017142176628113,0.33963876962661743,,,,2.435949740175805e-07
train,147,0.029623420909047127,4.0075351535051595e-06,24.834585189819336,0.7017142176628113,0.33963876962661743,,,,1.0828886614754352e-07
train,148,0.02962448075413704,3.908933194907149e-06,24.834585189819336,0.7017142176628113,0.33963876962661743,,,,2.7075882053828632e-08
val,149,0.02962448075413704,3.908933194907149e-06,24.901268005371094,0.7036247849464417,0.33903375267982483,,,,0.0
train,149,0.02943701483309269,3.9709266275167465e-06,24.901268005371094,0.7036247849464417,0.33903375267982483,,,,0.0
train,150,0.029478196054697037,3.988367552665295e-06,24.901268005371094,0.7036247849464417,0.33903375267982483,,,,2.7075882053828605e-08
train,151,0.02977723814547062,4.020598225906724e-06,24.901268005371094,0.7036247849464417,0.33903375267982483,,,,1.0828886614754341e-07
train,152,0.029500087723135948,4.081773568032077e-06,24.901268005371094,0.7036247849464417,0.33903375267982483,,,,2.4359497401758024e-07
train,153,0.029742592945694923,3.965052655985346e-06,24.901268005371094,0.7036247849464417,0.33903375267982483,,,,4.32920935019554e-07
train,154,0.029537154361605644,3.961287802667357e-06,24.901268005371094,0.7036247849464417,0.33903375267982483,,,,6.761642258056978e-07
train,155,0.02933286316692829,4.064847871632082e-06,24.901268005371094,0.7036247849464417,0.33903375267982483,,,,9.731931258429638e-07
train,156,0.029725871980190277,4.005772098025773e-06,24.901268005371094,0.7036247849464417,0.33903375267982483,,,,1.323846788742089e-06
train,157,0.029565300792455673,4.020127107651206e-06,24.901268005371094,0.7036247849464417,0.33903375267982483,,,,1.727935329358665e-06
train,158,0.029670193791389465,4.059553248225711e-06,24.901268005371094,0.7036247849464417,0.33903375267982483,,,,2.1852399266194306e-06
train,159,0.029611431062221527,4.068551788805053e-06,24.901268005371094,0.7036247849464417,0.33903375267982483,,,,2.6955129420176187e-06
train,160,0.029714519158005714,4.0901209104049485e-06,24.901268005371094,0.7036247849464417,0.33903375267982483,,,,3.2584780537135974e-06
train,161,0.02968025952577591,4.1132716432912275e-06,24.901268005371094,0.7036247849464417,0.33903375267982483,,,,3.87383040616812e-06
train,162,0.02953520603477955,4.2575952647894155e-06,24.901268005371094,0.7036247849464417,0.33903375267982483,,,,4.541236775226807e-06
train,163,0.029451677575707436,4.352702489995863e-06,24.901268005371094,0.7036247849464417,0.33903375267982483,,,,5.2603357485670555e-06
val,164,0.029451677575707436,4.352702489995863e-06,24.820655822753906,0.7013431191444397,0.3396400809288025,,,,6.0307379214091545e-06
train,164,0.02962208166718483,4.3064524106739555e-06,24.820655822753906,0.7013431191444397,0.3396400809288025,,,,6.0307379214091545e-06
train,165,0.029593409970402718,4.287704086891608e-06,24.820655822753906,0.7013431191444397,0.3396400809288025,,,,6.852026107385752e-06
train,166,0.029500357806682587,4.285052455088589e-06,24.820655822753906,0.7013431191444397,0.3396400809288025,,,,7.723755564455755e-06
train,167,0.029597191140055656,4.495111625146819e-06,24.820655822753906,0.7013431191444397,0.3396400809288025,,,,8.64545423573991e-06
train,168,0.029582321643829346,4.56967518402962e-06,24.820655822753906,0.7013431191444397,0.3396400809288025,,,,9.616623005147934e-06
train,169,0.029669787734746933,4.69259248347953e-06,24.820655822753906,0.7013431191444397,0.3396400809288025,,,,1.0636735967658767e-05
train,170,0.029452404007315636,4.5460665205609985e-06,24.820655822753906,0.7013431191444397,0.3396400809288025,,,,1.1705240714107283e-05
train,171,0.029568050056695938,4.737014023703523e-06,24.820655822753906,0.7013431191444397,0.3396400809288025,,,,1.2821558630323753e-05
train,172,0.029771976172924042,4.815810370928375e-06,24.820655822753906,0.7013431191444397,0.3396400809288025,,,,1.398508521046346e-05
train,173,0.029745236039161682,4.792183062818367e-06,24.820655822753906,0.7013431191444397,0.3396400809288025,,,,1.5195190384357387e-05
train,174,0.029504558071494102,4.998953500034986e-06,24.820655822753906,0.7013431191444397,0.3396400809288025,,,,1.6451218858706347e-05
train,175,0.02962459996342659,5.121438789501553e-06,24.820655822753906,0.7013431191444397,0.3396400809288025,,,,1.7752490471933754e-05
train,176,0.029572632163763046,5.248050911177415e-06,24.820655822753906,0.7013431191444397,0.3396400809288025,,,,1.909830056250524e-05
train,177,0.029931556433439255,5.108137429488124e-06,24.820655822753906,0.7013431191444397,0.3396400809288025,,,,2.0487920350515192e-05
train,178,0.029681334272027016,5.32304738953826e-06,24.820655822753906,0.7013431191444397,0.3396400809288025,,,,2.1920597332334027e-05
val,179,0.029681334272027016,5.32304738953826e-06,24.879241943359375,0.7026729583740234,0.33966943621635437,,,,2.339555568810216e-05
train,179,0.029756968840956688,5.672829047398409e-06,24.879241943359375,0.7026729583740234,0.33966943621635437,,,,2.339555568810216e-05
train,180,0.02962452359497547,5.642455107590649e-06,24.879241943359375,0.7026729583740234,0.33966943621635437,,,,2.4911996701850088e-05
train,181,0.029764438048005104,5.6793433031998575e-06,24.879241943359375,0.7026729583740234,0.33966943621635437,,,,2.6469099194017146e-05
train,182,0.02960105985403061,6.170456799736712e-06,24.879241943359375,0.7026729583740234,0.33966943621635437,,,,2.806601996613488e-05
train,183,0.02978408895432949,6.090591796237277e-06,24.879241943359375,0.7026729583740234,0.33966943621635437,,,,2.9701894257433805e-05
train,184,0.029869697988033295,6.3948091337806545e-06,24.879241943359375,0.7026729583740234,0.33966943621635437,,,,3.137583621312663e-05
train,185,0.029566654935479164,6.29948817731929e-06,24.879241943359375,0.7026729583740234,0.33966943621635437,,,,3.3086939364114144e-05
train,186,0.029865914955735207,6.179316187626682e-06,24.879241943359375,0.7026729583740234,0.33966943621635437,,,,3.483427711785447e-05
train,187,0.030089400708675385,6.623660738114268e-06,24.879241943359375,0.7026729583740234,0.33966943621635437,,,,3.6616903260128934e-05
train,188,0.0297834575176239,6.835743533883942e-06,24.879241943359375,0.7026729583740234,0.33966943621635437,,,,3.843385246743411e-05
train,189,0.02984577976167202,6.846097676316276e-06,24.879241943359375,0.7026729583740234,0.33966943621635437,,,,4.028414082972131e-05
train,190,0.029936008155345917,6.944100732653169e-06,24.879241943359375,0.7026729583740234,0.33966943621635437,,,,4.2166766383201315e-05
train,191,0.029856890439987183,7.64104424888501e-06,24.879241943359375,0.7026729583740234,0.33966943621635437,,,,4.408070965292533e-05
train,192,0.029980961233377457,7.3369683377677575e-06,24.879241943359375,0.7026729583740234,0.33966943621635437,,,,4.602493420484871e-05
train,193,0.030008694157004356,7.3301753218402155e-06,24.879241943359375,0.7026729583740234,0.33966943621635437,,,,4.799838720707843e-05
val,194,0.030008694157004356,7.3301753218402155e-06,24.795717239379883,0.6994735598564148,0.34419092535972595,,,,4.999999999999994e-05
train,194,0.029906470328569412,7.976017514010891e-06,24.795717239379883,0.6994735598564148,0.34419092535972595,,,,4.999999999999994e-05
train,195,0.030052348971366882,7.175743121479172e-06,24.795717239379883,0.6994735598564148,0.34419092535972595,,,,5.202868867497537e-05
train,196,0.02992265671491623,8.814790817268658e-06,24.795717239379883,0.6994735598564148,0.34419092535972595,,,,5.4083354661298814e-05
train,197,0.030015887692570686,8.722146958461963e-06,24.795717239379883,0.6994735598564148,0.34419092535972595,,,,5.61628853210922e-05
train,198,0.030004600062966347,9.217674232786521e-06,24.795717239379883,0.6994735598564148,0.34419092535972595,,,,5.826615455181813e-05
train,199,0.029892386868596077,9.519631930743344e-06,24.795717239379883,0.6994735598564148,0.34419092535972595,,,,6.039202339608421e-05
train,200,0.029866550117731094,1.0502800250833388e-05,24.795717239379883,0.6994735598564148,0.34419092535972595,,,,6.253934065840874e-05
train,201,0.02987416833639145,1.0316837688151281e-05,24.795717239379883,0.6994735598564148,0.34419092535972595,,,,6.470694352861311e-05
train,202,0.030016949400305748,9.253539246856235e-06,24.795717239379883,0.6994735598564148,0.34419092535972595,,,,6.689365821150417e-05
train,203,0.02991868555545807,9.954846973414533e-06,24.795717239379883,0.6994735598564148,0.34419092535972595,,,,6.90983005625052e-05
train,204,0.029990512877702713,1.078860350389732e-05,24.795717239379883,0.6994735598564148,0.34419092535972595,,,,7.13196767288909e-05
train,205,0.029961207881569862,1.1106145393569022e-05,24.795717239379883,0.6994735598564148,0.34419092535972595,,,,7.355658379627975e-05
train,206,0.030152350664138794,1.2087793948012404e-05,24.795717239379883,0.6994735598564148,0.34419092535972595,,,,7.580781044003317e-05
train,207,0.029891487210989,9.821987077884842e-06,24.795717239379883,0.6994735598564148,0.34419092535972595,,,,7.807213758120958e-05
train,208,0.030053069815039635,1.1722609087883029e-05,24.795717239379883,0.6994735598564148,0.34419092535972595,,,,8.034833904671687e-05
